COUNTRY,GLOBAL MARKET,QUANTITY,S.NO.,SALES CHANNEL,CUSTOMER NAME,PAYMENT METHOD,SALES MODEL,CATEGORY,PAYMENT STATUS,SHIPPING STATUS,UNIT PRICE,TOTAL REVENUE,DISCOUNT AMOUNT,DISCOUNT APPLIED,TAX APPLIED,TAX AMOUNT,NET SALES,GROSS SALES,PROFIT,ORDER DATE,DELIVERY DATE,RATING,REFERRAL SOURCE ,REPEAT PURCHASE,COURIER PARTNER,AVERAGE ORDER VALUE,CITY,CUSTOMER TYPE,DELIVERY TYPE,SUB CATEGORY,CURRENCY,COUPON CODE USED,SOURCE OF TRAFFIC,STOCK AVAILIBILITY,CUSTOMER REVIEW COMMENT,SHIPPING AMOUNT,EMI STATUS,CUSTOMER AGE 
Turkey,0.6,229,547,Hepsiburada,Norah Darwish,Credit Card,B2C,HOME,Refunded,IN TRANSIT,46432,10632928,6964.8,15%,18%,1913927.04,10625963.2,39467.2,8719000.96,30-06-2024,04-07-2024,4.7,Website,yes,Xpressbees,46432,Ankara,NEW,Next-Day Delivery,Furniture,Turkish Lira,yes,YouTube ads,yes,BAD,464.32,Not Available,34
Netherlands,0.5,162,548,Coolblue,Bodhi Martens,Payment Gateways,B2C,Computers,Cancelled,DELIVERED,41864,6781968,6279.6,15%,18%,1220754.24,6775688.4,35584.4,5561213.76,01-07-2024,05-07-2024,3.5,app,no,DTDC,41864,Rotterdam,RETURNING,STANDARD,Desktops,Euro,no,email,no,EXCELLENT,418.64,Pre-Approved EMI,25
Sweden,0.5,130,549,Elgiganten,Salma Gonzalez,COD,B2C,tv&audio,Failed,IN TRANSIT,22360,2906800,3354,15%,18%,523224,2903446,19006,2383576,02-07-2024,06-07-2024,1.8,app,no,FedEx,22360,Gothenburg,NEW,EXPRESS,LED TVs,Swedish Krona,yes,Social Media,no,EXCELLENT,223.6,Card EMI,22
singapore,0.4,163,550,Qoo10,Idris Patel,Cryptocurreny,B2C AND C2C,beauty,Refunded,RETURNED,42762,6970206,6414.3,15%,18%,1254637.08,6963791.7,36347.7,5715568.92,03-07-2024,07-07-2024,4.2,Website,yes,Blue Dart,42762,singapore,RETURNING,Locker Delivery,Toners & Mists,Dollar,no,directly,yes,WORST,427.62,Debit Card EMI,29
France,2.6,202,551,Amazon FR,Jasper Johansson,UPI,B2C AND C2C,Fashion,Cancelled,DELIVERED,42441,8573082,6366.15,15%,18%,1543154.76,8566715.85,36074.85,7029927.24,04-07-2024,08-07-2024,3,Website,yes,Xpressbees,42441,Paris,NEW,Scheduled Delivery,Sunglasses,Euro,yes,Influencer blogs,yes,GOOD,424.41,Bank EMI,45
China,50,182,552,JD.com,Tara Khan,Debit Card,B2C,Grocery,Paid,IN TRANSIT,47035,8560370,7055.25,15%,18%,1540866.6,8553314.75,39979.75,7019503.4,05-07-2024,09-07-2024,1,Direct,yes,DTDC,47035,Shanghai,RETURNING,Next-Day Delivery,Dairy & Eggs,Chinese Yuan,yes,Influencer Marketing,no,BAD,470.35,No,49
US,27,237,553,Amazon,Farah Mehta,Cryptocurreny,B2C AND C2C,HOME,Pending,IN TRANSIT,43522,10314714,6528.3,15%,18%,1856648.52,10308185.7,36993.7,8458065.48,06-07-2024,10-07-2024,1.5,Social Media,yes,Xpressbees,43522,Los Angeles,RETURNING,International Delivery,Kitchen & Dining,Dollar,no,google ads,no,GOOD,435.22,Yes,48
Japan,3.9,112,554,Rakuten,Aisha Joshi,COD,B2C AND C2C,sports goods,Paid,DELIVERED,44915,5030480,6737.25,15%,18%,905486.4,5023742.75,38177.75,4124993.6,07-07-2024,11-07-2024,2,Social Media,no,DTDC,44915,Nagoya,RETURNING,International Delivery,Fitness & Training,Japanese Yen,no,email,yes,WORST,449.15,Yes,44
UK,2.9,263,555,Tesco,Lyra Duarte,Credit Card,B2C,home goods,Cancelled,RETURNED,39885,10489755,5982.75,15%,18%,1888155.9,10483772.25,33902.25,8601599.1,08-07-2024,12-07-2024,0.3,Direct,no,Shadowfax,39885,London,NEW,Next-Day Delivery,Home Décor,British Pound Sterling,yes,Influencer blogs,no,EXCELLENT,398.85,No,46
South Korea,4.2,108,556,Gmarket,Dante Rossi,Payment Gateways,B2C AND C2C,ELECTRONICS,Pending,IN TRANSIT,26651,2878308,3997.65,15%,18%,518095.44,2874310.35,22653.35,2360212.56,09-07-2024,13-07-2024,4.5,app,no,FedEx,26651,Busan,RETURNING,Scheduled Delivery,Earphones & Headphones,South Korean Won,no,Influencer Marketing,no,GOOD,266.51,Not Available,37
India,2.4,278,557,Flipkart,Freya Martens,UPI,B2C AND C2C,Appliances,Refunded,DELIVERED,30286,8419508,4542.9,15%,18%,1515511.44,8414965.1,25743.1,6903996.56,10-07-2024,14-07-2024,2.4,Website,yes,FedEx,30286,delhi,RETURNING,Locker Delivery,Air Conditioners,Indian Rupee,no,YouTube ads,yes,BAD,302.86,Pre-Approved EMI,28
Germany,2.1,224,558,media market,Saanvi Dubois,BNPL,B2C,gaming,Cancelled,DELIVERED,20031,4486944,3004.65,15%,18%,807649.92,4483939.35,17026.35,3679294.08,11-07-2024,15-07-2024,4,Social Media,yes,DHL Express,20031,Berlin,RETURNING,EXPRESS,playStation,Euro,yes,directly,yes,GOOD,200.31,Card EMI,26
Indonesia,1.2,155,559,Tokopedia,Gemma Becker,COD,B2C AND C2C,ELECTRONICS,Failed,RETURNED,31938,4950390,4790.7,15%,18%,891070.2,4945599.3,27147.3,4059319.8,12-07-2024,16-07-2024,5,app,yes,Blue Dart,31938,Surabaya,NEW,STANDARD,Streaming Devices,Indonesian Rupiah,yes,email,no,WORST,319.38,Debit Card EMI,24
Canada,1.5,193,560,Best Buy,Priya Andrade,Payment Gateways,B2C,tech gadgets,Refunded,IN TRANSIT,40825,7879225,6123.75,15%,18%,1418260.5,7873101.25,34701.25,6460964.5,13-07-2024,17-07-2024,2.1,Website,yes,Shadowfax,40825,Toronto,RETURNING,Locker Delivery,pop Sockets,Dollar,no,YouTube ads,yes,EXCELLENT,408.25,Bank EMI,19
South Korea,4.2,289,561,Coupang,Avani Zhang,Debit Card,B2C,baby products,Cancelled,DELIVERED,48401,13987889,7260.15,15%,18%,2517820.02,13980628.85,41140.85,11470068.98,14-07-2024,18-07-2024,1.6,Social Media,yes,DHL Express,48401,Seoul,NEW,EXPRESS,Baby Lotion & Oil,South Korean Won,yes,email,yes,WORST,484.01,BNPL (Buy Now Pay Later),32
India,2.4,110,562,Jio Mart,Noah Kowalski,Debit Card,B2C,household,Paid,RETURNED,45875,5046250,6881.25,15%,18%,908325,5039368.75,38993.75,4137925,15-07-2024,19-07-2024,5,Direct,yes,FedEx,45875,mumbai,RETURNING,STANDARD,Air fresheners,Indian Rupee,yes,Social Media,no,GOOD,458.75,EMI Declined,41
Germany,2.1,288,563,OTTO,Keenan Mendez,COD,B2C,fashion,Pending,IN TRANSIT,31208,8987904,4681.2,15%,18%,1617822.72,8983222.8,26526.8,7370081.28,16-07-2024,20-07-2024,2.1,Direct,yes,Blue Dart,31208,Hamburg,NEW,EXPRESS,Sneakers,Euro,no,directly,yes,BAD,312.08,BNPL (Buy Now Pay Later),33
Indonesia,1.2,107,564,Lazada,Sofia Kowalski,Credit Card,B2C AND C2C,baby products,Paid,IN TRANSIT,22304,2386528,3345.6,15%,18%,429575.04,2383182.4,18958.4,1956952.96,17-07-2024,21-07-2024,1.6,Social Media,yes,Xpressbees,22304,jakarta,RETURNING,STANDARD,Baby Wipes,Indonesian Rupiah,yes,google ads,no,GOOD,223.04,Bank EMI,23
Canada,1.5,244,565,Walmart CA,Niko Yilmaz,Payment Gateways,B2C,Grocery,Cancelled,RETURNED,30889,7536916,4633.35,15%,18%,1356644.88,7532282.65,26255.65,6180271.12,18-07-2024,22-07-2024,2.7,Website,no,DTDC,30889,vancouver,NEW,Locker Delivery,fruits & Vegetables,Dollar,no,Influencer blogs,yes,WORST,308.89,BNPL (Buy Now Pay Later),42
Australia,1,168,566,Catch,Anjali Morales,UPI,B2C,daily deals,Pending,DELIVERED,46498,7811664,6974.7,15%,18%,1406099.52,7804689.3,39523.3,6405564.48,19-07-2024,23-07-2024,1.2,app,no,Xpressbees,46498,melbourne,RETURNING,Next-Day Delivery,Today Only Deals,Dollar,yes,Influencer Marketing,no,EXCELLENT,464.98,EMI Declined,18
Brazil,1.3,264,567,Magalu,Milan Zuniga,BNPL,B2C,furniture,Refunded,DELIVERED,29014,7659696,4352.1,15%,18%,1378745.28,7655343.9,24661.9,6280950.72,20-07-2024,24-07-2024,2.5,app,yes,DTDC,29014,São Paulo,NEW,International Delivery,Wardrobes,Brazilian Real,no,directly,yes,EXCELLENT,290.14,No,18
Mexico,1.2,198,568,Liverpool,Rohan Kumar,COD,B2C,Apparel,Cancelled,RETURNED,39584,7837632,5937.6,15%,18%,1410773.76,7831694.4,33646.4,6426858.24,21-07-2024,25-07-2024,1.1,Social Media,no,Shadowfax,39584,Guadalajara,RETURNING,Scheduled Delivery,Baby & Toddler,mexican Peso,yes,email,no,WORST,395.84,Not Available,20
italy,0.8,267,569,Zalando,Zara O'Connor,Payment Gateways,B2C,shoes,Failed,IN TRANSIT,25048,6687816,3757.2,15%,18%,1203806.88,6684058.8,21290.8,5484009.12,22-07-2024,26-07-2024,2.3,Website,yes,FedEx,25048,Milan,NEW,EXPRESS,sneakers,Euro,no,Social Media,yes,BAD,250.48,Pre-Approved EMI,31
Brazil,1.3,176,570,Mercado Livre,Noor Reddy,Net Banking,B2C AND C2C,ELECTRONICS,Refunded,DELIVERED,20472,3603072,3070.8,15%,18%,648552.96,3600001.2,17401.2,2954519.04,23-07-2024,27-07-2024,4.6,Direct,no,FedEx,20472,Rio de Janeiro,RETURNING,STANDARD,Earphones & Headphones,Brazilian Real,yes,google ads,no,BAD,204.72,Card EMI,30
Mexico,1.2,233,571,Liverpool,Jonah Harrington,Debit Card,B2C,beauty,Cancelled,DELIVERED,28970,6750010,4345.5,15%,18%,1215001.8,6745664.5,24624.5,5535008.2,24-07-2024,28-07-2024,4.4,Direct,no,DHL Express,28970,Mexico City,NEW,Next-Day Delivery,Makeup Kits & Combo,mexican Peso,no,directly,yes,GOOD,289.7,Debit Card EMI,39
italy,0.8,293,572,ePrice,Noah Andrade,Digital Wallets,B2C,computers,Paid,RETURNED,26906,7883458,4035.9,15%,18%,1419022.44,7879422.1,22870.1,6464435.56,25-07-2024,29-07-2024,1.7,Website,no,Blue Dart,26906,Rome,RETURNING,International Delivery,Laptops & Notebooks,Euro,yes,YouTube ads,no,GOOD,269.06,Bank EMI,32
South Korea,4.2,124,573,Naver Shopping,Hana Fitzgerald,BNPL,B2C AND C2C,Fashion,Pending,IN TRANSIT,38367,4757508,5755.05,15%,18%,856351.44,4751752.95,32611.95,3901156.56,26-07-2024,30-07-2024,2.9,Website,yes,Shadowfax,38367,Busan,RETURNING,EXPRESS,Sunglasses,South Korean Won,no,Influencer blogs,yes,WORST,383.67,BNPL (Buy Now Pay Later),41
India,2.4,229,574,Myntra,Anaya Saeed,UPI,B2C,footwear,Paid,DELIVERED,44308,10146532,6646.2,15%,18%,1826375.76,10139885.8,37661.8,8320156.24,27-07-2024,31-07-2024,3.9,Social Media,yes,DHL Express,44308,delhi,RETURNING,Locker Delivery,casual Shoes,Indian Rupee,yes,Influencer Marketing,no,EXCELLENT,443.08,EMI Declined,33
Germany,2.1,129,575,media market,Reina Ivanova,Digital Wallets,B2C,audio/video,Cancelled,RETURNED,49900,6437100,7485,15%,18%,1158678,6429615,42415,5278422,28-07-2024,01-08-2024,4.7,app,yes,Ecom Express,49900,Berlin,RETURNING,International Delivery,Headphones & Earphones,Euro,no,google ads,yes,BAD,499,Pre-Approved EMI,23
Indonesia,1.2,245,576,Shopee,Dhruv Romero,Credit Card,B2C AND C2C,clothing,Pending,IN TRANSIT,49834,12209330,7475.1,15%,18%,2197679.4,12201854.9,42358.9,10011650.6,29-07-2024,02-08-2024,3.5,app,no,Xpressbees,49834,jakarta,RETURNING,Next-Day Delivery,Dresses,Indonesian Rupiah,yes,email,yes,WORST,498.34,Yes,42
Canada,1.5,203,577,Best Buy,Yasmin Lin,Payment Gateways,B2C,gaming,Refunded,IN TRANSIT,47504,9643312,7125.6,15%,18%,1735796.16,9636186.4,40378.4,7907515.84,30-07-2024,03-08-2024,1.8,Website,yes,DTDC,47504,Toronto,NEW,STANDARD,Mobile Gaming,Dollar,no,Influencer blogs,no,GOOD,475.04,No,50
Australia,1,113,578,Catch,Amara Noorani,COD,B2C,toys,Cancelled,RETURNED,40409,4566217,6061.35,15%,18%,821919.06,4560155.65,34347.65,3744297.94,31-07-2024,04-08-2024,4.2,app,no,FedEx,40409,sydney,NEW,EXPRESS,Plush Toys,Dollar,yes,Influencer Marketing,no,BAD,404.09,Not Available,21
Brazil,1.3,115,579,Amazon BR,Maaya Nakamura,Cryptocurreny,B2C,BOOKS,Failed,DELIVERED,31133,3580295,4669.95,15%,18%,644453.1,3575625.05,26463.05,2935841.9,01-08-2024,05-08-2024,3,Direct,yes,Blue Dart,31133,São Paulo,RETURNING,Locker Delivery,non-fiction,Brazilian Real,no,YouTube ads,yes,GOOD,311.33,Pre-Approved EMI,40
Mexico,1.2,221,580,Mercado Libre,Liora Reyes,UPI,B2C AND C2C,sports goods,Refunded,DELIVERED,49241,10882261,7386.15,15%,18%,1958806.98,10874874.85,41854.85,8923454.02,02-08-2024,06-08-2024,1,Social Media,no,FedEx,49241,Guadalajara,NEW,EXPRESS,Outdoor & Adventure,mexican Peso,yes,directly,no,WORST,492.41,Card EMI,47
italy,0.8,114,581,Zalando,Kai Foley,Net Banking,B2C,accessories,Cancelled,RETURNED,25969,2960466,3895.35,15%,18%,532883.88,2956570.65,22073.65,2427582.12,03-08-2024,07-08-2024,1.5,Social Media,yes,Blue Dart,25969,Milan,RETURNING,International Delivery,Hats & Caps,Euro,no,email,no,EXCELLENT,259.69,Debit Card EMI,38
Russia,0.7,266,582,Ozon,Jace Shepherd,Debit Card,B2C AND C2C,home goods,Paid,IN TRANSIT,37853,10068898,5677.95,15%,18%,1812401.64,10063220.05,32175.05,8256496.36,04-08-2024,08-08-2024,2,Direct,no,Ecom Express,37853,Moscow,RETURNING,Next-Day Delivery,Home Storage & Organization,Russian Ruble,yes,YouTube ads,yes,GOOD,378.53,Bank EMI,43
Spain,0.7,213,583,El Corte Inglés,Ayden Noorani,Digital Wallets,B2C,Grocery,Pending,DELIVERED,27210,5795730,4081.5,15%,18%,1043231.4,5791648.5,23128.5,4752498.6,05-08-2024,09-08-2024,0.3,app,yes,FedEx,27210,Barcelona,RETURNING,STANDARD,Dairy & Eggs,Euro,no,email,yes,BAD,272.1,BNPL (Buy Now Pay Later),36
Turkey,0.6,161,584,Trendyol,Anjali Banerjee,BNPL,B2C,Fashion,Paid,DELIVERED,30074,4841914,4511.1,15%,18%,871544.52,4837402.9,25562.9,3970369.48,06-08-2024,10-08-2024,1,Website,no,DTDC,30074,Istanbul,NEW,EXPRESS,Sneakers,Turkish Lira,yes,Social Media,no,GOOD,300.74,EMI Declined,27
Netherlands,0.5,147,585,Bol.com,Ivy Dubois,UPI,B2C AND C2C,HOME,Cancelled,DELIVERED,31872,4685184,4780.8,15%,18%,843333.12,4680403.2,27091.2,3841850.88,07-08-2024,11-08-2024,1.5,Social Media,yes,Ecom Express,31872,Amsterdam,RETURNING,International Delivery,Furniture,Euro,no,directly,yes,WORST,318.72,BNPL (Buy Now Pay Later),34
Sweden,0.5,252,586,CDON,Freya Rivera,Digital Wallets,B2C AND C2C,fitness,Pending,IN TRANSIT,33144,8352288,4971.6,15%,18%,1503411.84,8347316.4,28172.4,6848876.16,08-08-2024,12-08-2024,2,Direct,no,Ecom Express,33144,Stockholm,NEW,Next-Day Delivery,Treadmills,Swedish Krona,yes,google ads,yes,EXCELLENT,331.44,Debit Card EMI,25
singapore,0.4,204,587,Amazon SG,Kiara Laurent,Credit Card,B2C,Fashion,Refunded,RETURNED,27661,5642844,4149.15,15%,18%,1015711.92,5638694.85,23511.85,4627132.08,09-08-2024,13-08-2024,0.3,app,yes,Shadowfax,27661,singapore,RETURNING,EXPRESS,Sunglasses,Dollar,no,Influencer blogs,no,EXCELLENT,276.61,Not Available,22
France,2.6,118,588,Cdiscount,Dhruv Matthews,Payment Gateways,B2C,toys,Cancelled,RETURNED,26307,3104226,3946.05,15%,18%,558760.68,3100279.95,22360.95,2545465.32,10-08-2024,14-08-2024,3.6,Website,no,Xpressbees,26307,Marseille,NEW,Next-Day Delivery,Plush Toys,Euro,yes,Influencer Marketing,yes,WORST,263.07,YES,29
Australia,1,162,589,Woolworths,Elias Nakamura,COD,B2C,household,Failed,IN TRANSIT,40128,6500736,6019.2,15%,18%,1170132.48,6494716.8,34108.8,5330603.52,11-08-2024,15-08-2024,4.5,app,yes,Blue Dart,40128,melbourne,RETURNING,STANDARD,Air fresheners,Dollar,no,directly,no,GOOD,401.28,NO,45
Brazil,1.3,295,590,Mercado Livre,Jonah Shah,Cryptocurreny,B2C AND C2C,auto parts,Refunded,DELIVERED,46509,13720155,6976.35,15%,18%,2469627.9,13713178.65,39532.65,11250527.1,12-08-2024,16-08-2024,2.4,Social Media,no,FedEx,46509,Rio de Janeiro,NEW,Next-Day Delivery,Engine & Components,Brazilian Real,no,directly,yes,BAD,465.09,CARD EMI,49
Mexico,1.2,211,591,Liverpool,Jace Thompson,UPI,B2C,Apparel,Cancelled,IN TRANSIT,27125,5723375,4068.75,15%,18%,1030207.5,5719306.25,23056.25,4693167.5,13-08-2024,17-08-2024,4,Website,yes,Blue Dart,27125,Mexico City,RETURNING,International Delivery,Scarves & Stoles,mexican Peso,no,google ads,no,WORST,271.25,Bank EMI,48
italy,0.8,108,592,ePrice,Kiara Singh,Debit Card,B2C,tech gadgets,Paid,RETURNED,33119,3576852,4967.85,15%,18%,643833.36,3571884.15,28151.15,2933018.64,14-08-2024,18-08-2024,5,app,no,FedEx,33119,Rome,NEW,EXPRESS,Soundbars,Euro,yes,Influencer blogs,yes,EXCELLENT,331.19,Pre-Approved EMI,44
Russia,0.7,157,593,Wildberries,Luca Abdul,Cryptocurreny,B2C AND C2C,clothing,Pending,DELIVERED,37500,5887500,5625,15%,18%,1059750,5881875,31875,4827750,15-08-2024,19-08-2024,2.1,Direct,yes,Shadowfax,37500,Saint Petersburg,NEW,International Delivery,T-Shirts & Polos,Russian Ruble,no,Influencer Marketing,no,GOOD,375,BNPL (Buy Now Pay Later),46
Spain,0.7,166,594,PCComponentes,Amira Schneider,COD,B2C,tech gadgets,Paid,IN TRANSIT,26854,4457764,4028.1,15%,18%,802397.52,4453735.9,22825.9,3655366.48,16-08-2024,20-08-2024,1.6,Social Media,yes,DHL Express,26854,madrid,RETURNING,Next-Day Delivery,Pop Sockets,Euro,yes,directly,yes,BAD,268.54,EMI Declined,37
Turkey,0.6,157,595,N11,Gemma Pereira,Credit Card,B2C AND C2C,BOOKS,Cancelled,IN TRANSIT,49987,7847959,7498.05,15%,18%,1412632.62,7840460.95,42488.95,6435326.38,17-08-2024,21-08-2024,2.7,Direct,yes,Ecom Express,49987,Ankara,NEW,EXPRESS,Academic & Educational,Turkish Lira,no,email,no,WORST,499.87,Bank EMI,28
Netherlands,0.5,198,596,Coolblue,Ezra Morales,Payment Gateways,B2C,COMPUTERS,Pending,DELIVERED,35317,6992766,5297.55,15%,18%,1258697.88,6987468.45,30019.45,5734068.12,18-08-2024,22-08-2024,3.8,Social Media,yes,Xpressbees,35317,Rotterdam,RETURNING,STANDARD,Desktops,Euro,yes,Social Media,yes,EXCELLENT,353.17,YES,26
Sweden,0.5,203,597,Elgiganten,Jace Davis,UPI,B2C,tv&audio,Refunded,RETURNED,27036,5488308,4055.4,15%,18%,987895.44,5484252.6,22980.6,4500412.56,19-08-2024,23-08-2024,4.9,app,no,Ecom Express,27036,Gothenburg,NEW,International Delivery,Smart TVs,Swedish Krona,no,google ads,no,GOOD,270.36,NO,24
singapore,0.4,131,598,Amazon SG,Esme Abe,BNPL,B2C,Grocery,Cancelled,IN TRANSIT,37100,4860100,5565,15%,18%,874818,4854535,31535,3985282,20-08-2024,24-08-2024,3.3,Website,yes,Blue Dart,37100,singapore,RETURNING,Next-Day Delivery,fruits & Vegetables,Dollar,yes,directly,yes,BAD,371,NO,19
France,2.6,237,599,Fnac,Ayden Anderson,COD,B2C,music,Failed,DELIVERED,26320,6237840,3948,15%,18%,1122811.2,6233892,22372,5115028.8,21-08-2024,25-08-2024,1.2,app,yes,FedEx,26320,Paris,NEW,STANDARD,pop,Euro,no,YouTube ads,no,BAD,263.2,YES,32
China,50,216,600,Alibaba,Omari O'Connor,Payment Gateways,B2B,Apparel,Refunded,DELIVERED,45980,9931680,6897,15%,18%,1787702.4,9924783,39083,8143977.6,22-08-2024,26-08-2024,2.5,Website,yes,Blue Dart,45980,Shenzhen,RETURNING,EXPRESS,Baby & Toddler,Chinese Yuan,yes,Influencer blogs,yes,GOOD,459.8,BNPL (Buy Now Pay Later),41
US,27,297,601,Walmart,Nina Abdul,Debit Card,B2C,home goods,Cancelled,DELIVERED,36554,10856538,5483.1,15%,18%,1954176.84,10851054.9,31070.9,8902361.16,23-08-2024,27-08-2024,1.1,Direct,no,Blue Dart,36554,Los Angeles,NEW,Locker Delivery,Kitchen & Dining,Dollar,no,Influencer Marketing,no,WORST,365.54,Not Available,33
China,50,123,602,JD.com,Nolan Mendez,Cryptocurreny,B2C,Appliances,Paid,IN TRANSIT,26678,3281394,4001.7,15%,18%,590650.92,3277392.3,22676.3,2690743.08,24-08-2024,28-08-2024,2.3,Social Media,yes,Shadowfax,26678,Shanghai,RETURNING,Scheduled Delivery,Refrigerators,Chinese Yuan,yes,Influencer blogs,yes,EXCELLENT,266.78,Bank EMI,23
US,27,133,603,eBay,Keenan Hayes,COD,B2C AND C2C,used goods,Pending,RETURNED,31509,4190697,4726.35,15%,18%,754325.46,4185970.65,26782.65,3436371.54,25-08-2024,29-08-2024,4.6,Website,no,DHL Express,31509,New York City,NEW,Next-Day Delivery,Power Tools,Dollar,no,directly,no,EXCELLENT,315.09,Debit Card EMI,42
Japan,3.9,126,604,Rakuten,Dante Hayes,Credit Card,B2C AND C2C,BOOKS,Paid,RETURNED,31252,3937752,4687.8,15%,18%,708795.36,3933064.2,26564.2,3228956.64,26-08-2024,30-08-2024,4.4,app,yes,Ecom Express,31252,Tokyo,RETURNING,International Delivery,Business & Finance,Japanese Yen,no,Influencer Marketing,yes,WORST,312.52,Pre-Approved EMI,50
UK,2.9,108,605,Argos,Kai Coleman,Payment Gateways,B2C,jewelry,Cancelled,IN TRANSIT,38337,4140396,5750.55,15%,18%,745271.28,4134645.45,32586.45,3395124.72,27-08-2024,31-08-2024,1.7,app,no,Xpressbees,38337,Manchester,NEW,International Delivery,Earrings,British Pound Sterling,yes,Social Media,no,GOOD,383.37,Card EMI,21
South Korea,4.2,134,606,Gmarket,Lara Reyes,UPI,B2C AND C2C,BOOKS,Pending,DELIVERED,28879,3869786,4331.85,15%,18%,696561.48,3865454.15,24547.15,3173224.52,28-08-2024,01-09-2024,2.9,Website,no,DTDC,28879,Seoul,RETURNING,Next-Day Delivery,Children’s Books,South Korean Won,yes,YouTube ads,yes,BAD,288.79,BNPL (Buy Now Pay Later),40
India,2.4,260,607,Myntra,Zayd Dubois,BNPL,B2C,accessories,Refunded,IN TRANSIT,28727,7469020,4309.05,15%,18%,1344423.6,7464710.95,24417.95,6124596.4,29-08-2024,02-09-2024,3.9,Website,yes,FedEx,28727,mumbai,NEW,Scheduled Delivery,Gloves & Mittens,Indian Rupee,no,google ads,no,GOOD,287.27,Pre-Approved EMI,47
Germany,2.1,178,608,OTTO,Salma Ivanova,COD,B2C,furniture,Cancelled,RETURNED,31310,5573180,4696.5,15%,18%,1003172.4,5568483.5,26613.5,4570007.6,30-08-2024,03-09-2024,4.7,Direct,yes,Blue Dart,31310,Hamburg,RETURNING,Locker Delivery,Sofas & Couches,Euro,no,email,yes,BAD,313.1,YES,38
Indonesia,1.2,295,609,Lazada,Anjali Lin,Payment Gateways,B2C AND C2C,home goods,Failed,DELIVERED,20953,6181135,3142.95,15%,18%,1112604.3,6177992.05,17810.05,5068530.7,31-08-2024,04-09-2024,3.5,Social Media,no,FedEx,20953,Surabaya,NEW,EXPRESS,Home Décor,Indonesian Rupiah,yes,Influencer blogs,no,WORST,209.53,NO,43
Canada,1.5,133,610,Walmart CA,Liam Kassem,Net Banking,B2C,HOME,Refunded,IN TRANSIT,42604,5666332,6390.6,15%,18%,1019939.76,5659941.4,36213.4,4646392.24,01-09-2024,05-09-2024,1.8,Social Media,yes,Blue Dart,42604,vancouver,RETURNING,STANDARD,Home Storage & Organization,Dollar,yes,Influencer Marketing,yes,EXCELLENT,426.04,Yes,36
Australia,1,255,611,Catch,Anaya Coleman,Debit Card,B2C,daily deals,Cancelled,IN TRANSIT,26656,6797280,3998.4,15%,18%,1223510.4,6793281.6,22657.6,5573769.6,02-09-2024,06-09-2024,4.2,Direct,no,Ecom Express,26656,sydney,NEW,EXPRESS,Hourly Flash Sales,Dollar,yes,Social Media,no,GOOD,266.56,No,27
Brazil,1.3,183,612,Magalu,Yusuf Patel,Digital Wallets,B2C,fashion,Paid,DELIVERED,28999,5306817,4349.85,15%,18%,955227.06,5302467.15,24649.15,4351589.94,03-09-2024,07-09-2024,3,app,yes,FedEx,28999,São Paulo,RETURNING,STANDARD,Sneakers,Brazilian Real,no,directly,yes,BAD,289.99,Not Available,34
Mexico,1.2,129,613,Mercado Libre,Reina Duarte,BNPL,B2C AND C2C,ELECTRONICS,Pending,RETURNED,45870,5917230,6880.5,15%,18%,1065101.4,5910349.5,38989.5,4852128.6,04-09-2024,08-09-2024,3.8,Website,no,DHL Express,45870,Guadalajara,NEW,Locker Delivery,Streaming Devices,mexican Peso,no,Influencer blogs,no,GOOD,458.7,Pre-Approved EMI,25
italy,0.8,195,614,Zalando,Andre Calderon,UPI,B2C,shoes,Paid,IN TRANSIT,37134,7241130,5570.1,15%,18%,1303403.4,7235559.9,31563.9,5937726.6,05-09-2024,09-09-2024,4.9,Social Media,yes,Blue Dart,37134,Milan,RETURNING,Next-Day Delivery,Flip-Flops,Euro,yes,Influencer Marketing,no,WORST,371.34,Card EMI,22
Russia,0.7,156,615,Ozon,Bodhi Wells,Digital Wallets,B2C AND C2C,BOOKS,Cancelled,DELIVERED,40240,6277440,6036,15%,18%,1129939.2,6271404,34204,5147500.8,06-09-2024,10-09-2024,3.3,Direct,yes,Shadowfax,40240,Moscow,NEW,International Delivery,non-fiction,Russian Ruble,no,Social Media,no,EXCELLENT,402.4,Debit Card EMI,20
Spain,0.7,200,616,El Corte Inglés,Zion Castro,Credit Card,B2C,Grocery,Pending,DELIVERED,48210,9642000,7231.5,15%,18%,1735560,9634768.5,40978.5,7906440,07-09-2024,11-09-2024,1.2,Social Media,no,DHL Express,48210,Barcelona,RETURNING,Scheduled Delivery,Dairy & Eggs,Euro,no,email,yes,GOOD,482.1,Bank EMI,31
Turkey,0.6,172,617,Hepsiburada,Cruz Andrade,Payment Gateways,B2C,toys,Refunded,RETURNED,20930,3599960,3139.5,15%,18%,647992.8,3596820.5,17790.5,2951967.2,08-09-2024,12-09-2024,2.5,Direct,no,Ecom Express,20930,Istanbul,NEW,EXPRESS,dolls & Dollhouses,Turkish Lira,yes,google ads,no,BAD,209.3,BNPL (Buy Now Pay Later),30
